Player_ID,Final_Group,Difficulty_Recommendation
Eaton Beever#7281174,Overperforming,Increase Difficulty
Dandy#4379316,Balanced,Keep Difficulty Same
Skaldrelli-it85#6927684,Struggling,Decrease Difficulty
ranzengerch36#1055606,Balanced,Keep Difficulty Same
Shaun#5399819,Balanced,Keep Difficulty Same
NoeX59#7088104,Balanced,Keep Difficulty Same
SLASHER#5111840,Struggling,Decrease Difficulty
Charles3211#1977436,Balanced,Keep Difficulty Same
GWBDOE92#1356084,Balanced,Keep Difficulty Same
BiggMeezy#6702881,Balanced,Keep Difficulty Same
Fissy#9456851,Balanced,Keep Difficulty Same
BulldogFan-GIRL#4382682,Balanced,Keep Difficulty Same
V1sconti#8459946,Struggling,Decrease Difficulty
最弱#4082677,Overperforming,Increase Difficulty
RebuiltAphid801#2362711,Struggling,Decrease Difficulty
Slickwicked#1129481,Balanced,Keep Difficulty Same
Philisdiller,Balanced,Keep Difficulty Same
brodyandarcy418#2334592,Balanced,Keep Difficulty Same
corazzon21#7253996,Struggling,Decrease Difficulty
Yarrrak#1753072,Struggling,Decrease Difficulty
Eblis#7674860,Balanced,Keep Difficulty Same
BallChinius95#7208215,Balanced,Keep Difficulty Same
JayMufasa#6171372,Overperforming,Increase Difficulty
Spaced_Luis#6777222,Struggling,Decrease Difficulty
Mista Payne#5135455,Overperforming,Increase Difficulty
simi_2004#9029480,Balanced,Keep Difficulty Same
anon52181515#6248211,Balanced,Keep Difficulty Same
Berry_fieldzz#9452683,Struggling,Decrease Difficulty
ODubbzz95#2149602,Overperforming,Increase Difficulty
Zmann05#7431962,Struggling,Decrease Difficulty
BiggieDraw5#1284907,Struggling,Decrease Difficulty
Jhonatan#5916093,Struggling,Decrease Difficulty
black bird#2033672,Balanced,Keep Difficulty Same
freckled-whale#9045638,Struggling,Decrease Difficulty
Clarence#9250709,Balanced,Keep Difficulty Same
lazaruss99#7345717,Balanced,Keep Difficulty Same
Karl00ff,Overperforming,Increase Difficulty
4lienne_cD#3358909,Balanced,Keep Difficulty Same
cycyverygood#7868506,Overperforming,Increase Difficulty
odwfkerfreosas#4324694,Balanced,Keep Difficulty Same
Skarv3n#2408532,Struggling,Decrease Difficulty
Puaka904#3587455,Struggling,Decrease Difficulty
GoofierFlyer4#6264574,Balanced,Keep Difficulty Same
Vadász#3581142,Struggling,Decrease Difficulty
davide80ian#3162604,Balanced,Keep Difficulty Same
MackerYNWA#5475949,Balanced,Keep Difficulty Same
I am Spartan#5488105,Balanced,Keep Difficulty Same
Buztard#4298226,Struggling,Decrease Difficulty
xX-Mr_dinhooo-Xx#4236764,Balanced,Keep Difficulty Same
BLACK DRAGONS#1740780,Struggling,Decrease Difficulty
FireEagle#5116040,Overperforming,Increase Difficulty
adilbiy#1099225,Struggling,Decrease Difficulty
Litten_021#8540333,Struggling,Decrease Difficulty
PYRO-ITZMATT99#5950292,Struggling,Decrease Difficulty
BlackStabbath#9221375,Overperforming,Increase Difficulty
mamiaslo#2159245,Balanced,Keep Difficulty Same
TheAfricanPxnda#5919696,Balanced,Keep Difficulty Same
SyLvKaStArA1994#8355456,Overperforming,Increase Difficulty
BennJarmon#4390861,Balanced,Keep Difficulty Same
groovyjunior#7180479,Struggling,Decrease Difficulty
GearH3adOli#4513678,Struggling,Decrease Difficulty
VietBoatMan#3693893,Balanced,Keep Difficulty Same
usy-si_man#2632866,Struggling,Decrease Difficulty
DROPDEAD APE#5064438,Balanced,Keep Difficulty Same
Tickkle me Pink#2057775,Balanced,Keep Difficulty Same
TakM#6121102,Struggling,Decrease Difficulty
VhaughN#6124996,Balanced,Keep Difficulty Same
Shengx1#3757453,Balanced,Keep Difficulty Same
king7928#5970874,Struggling,Decrease Difficulty
Lets Ride7883#9442060,Struggling,Decrease Difficulty
ENCODEDBERRY#4469732,Balanced,Keep Difficulty Same
CSJ1202#8500731,Overperforming,Increase Difficulty
Coleton#8963811,Overperforming,Increase Difficulty
IRISH_CarBomb,Balanced,Keep Difficulty Same
MTLMOBSTER514_40#9603565,Balanced,Keep Difficulty Same
ajushi#9989791,Struggling,Decrease Difficulty
NoahNunez12#9506852,Balanced,Keep Difficulty Same
Illotuerehmarico#5161078,Struggling,Decrease Difficulty
Mucki88#2123504,Struggling,Decrease Difficulty
anon40284601#4732083,Balanced,Keep Difficulty Same
dogukan701#2400035,Balanced,Keep Difficulty Same
MikasaJKU#8932502,Overperforming,Increase Difficulty
Y8x_x#3190551,Balanced,Keep Difficulty Same
kSlaps-#3080013,Balanced,Keep Difficulty Same
LkDiamondd#3256906,Struggling,Decrease Difficulty
구렐리라#7498155,Balanced,Keep Difficulty Same
冰不如她心一半凉#1202093,Balanced,Keep Difficulty Same
Scared#7746837,Struggling,Decrease Difficulty
lowkey710_420#3738643,Overperforming,Increase Difficulty
Hyun#9712504,Balanced,Keep Difficulty Same
Vegasmedic777#1719717,Struggling,Decrease Difficulty
Xapo_04#6920184,Struggling,Decrease Difficulty
ZezMew#6781516,Struggling,Decrease Difficulty
major-sense7#4990747,Struggling,Decrease Difficulty
mike_hawks_long#6691320,Overperforming,Increase Difficulty
Shadow9World#3013168,Balanced,Keep Difficulty Same
Chaye#4862193,Overperforming,Increase Difficulty
TITAN0401974#5068691,Struggling,Decrease Difficulty
deinVater#4016447,Balanced,Keep Difficulty Same
o Jwinn#1431809,Balanced,Keep Difficulty Same
stevrick#7921608,Struggling,Decrease Difficulty
ninjamidget#7404492,Balanced,Keep Difficulty Same
tsuna_tsutayama#3588777,Balanced,Keep Difficulty Same
TheBrainEATER#1446450,Balanced,Keep Difficulty Same
BArrrrrios,Balanced,Keep Difficulty Same
Ogonkillu#2082114,Balanced,Keep Difficulty Same
WildSheet520101#8826167,Balanced,Keep Difficulty Same
kidnap#2200919,Struggling,Decrease Difficulty
Travisdabest#5693265,Struggling,Decrease Difficulty
Ri0TxRemix#9868633,Overperforming,Increase Difficulty
zetsoga,Balanced,Keep Difficulty Same
Pandeadpoola#1260413,Struggling,Decrease Difficulty
SouthWind1#3259446,Struggling,Decrease Difficulty
Peaks#1710918,Struggling,Decrease Difficulty
Ravensphere11#4952365,Struggling,Decrease Difficulty
xxXKDXxx#4033625,Balanced,Keep Difficulty Same
Affy93,Balanced,Keep Difficulty Same
JOMPLE#3345836,Overperforming,Increase Difficulty
DFaulk22#1164372,Overperforming,Increase Difficulty
stepdad#2799753,Balanced,Keep Difficulty Same
ImminentCupid45#8137814,Struggling,Decrease Difficulty
Raku-paN#9928359,Balanced,Keep Difficulty Same
TendingFlame873#5641179,Balanced,Keep Difficulty Same
XxGuccixalotyxX#5281679,Struggling,Decrease Difficulty
Jupitersix#9665297,Struggling,Decrease Difficulty
Bazezass#3665471,Struggling,Decrease Difficulty
mcookhorne#9355510,Overperforming,Increase Difficulty
Uravold#3082139,Balanced,Keep Difficulty Same
Peekaboo#9372473,Overperforming,Increase Difficulty
juggerwicho#1103368,Struggling,Decrease Difficulty
Bopfiles#2904550,Struggling,Decrease Difficulty
marelja4200#4629147,Balanced,Keep Difficulty Same
Lucky_#3820176,Balanced,Keep Difficulty Same
Luc100402#9645986,Struggling,Decrease Difficulty
ImBadAtFort2493#3906066,Struggling,Decrease Difficulty
STLBEATZ,Balanced,Keep Difficulty Same
kailaras#7229848,Struggling,Decrease Difficulty
ziller_filler#6346607,Struggling,Decrease Difficulty
Ray_26_6742457,Balanced,Keep Difficulty Same
Mich_K92,Balanced,Keep Difficulty Same
Bamcdo18#1851863,Struggling,Decrease Difficulty
Diegoortiz2050#1974630,Struggling,Decrease Difficulty
mathus2003#6518451,Struggling,Decrease Difficulty
King#6922910,Balanced,Keep Difficulty Same
Killopen#6131856,Overperforming,Increase Difficulty
Shane Dawson#6492924,Overperforming,Increase Difficulty
MalamutLeMit#5400527,Struggling,Decrease Difficulty
matlord77#9411460,Balanced,Keep Difficulty Same
akanebbq14#3345614,Struggling,Decrease Difficulty
AshxCobra#5522977,Struggling,Decrease Difficulty
AsmaaAli100#5349813,Struggling,Decrease Difficulty
PereaNK_9994454,Balanced,Keep Difficulty Same
lilbabynuggs#2406678,Balanced,Keep Difficulty Same
GxvenMxinz#2397676,Balanced,Keep Difficulty Same
IgoToutEstBON#5029004,Balanced,Keep Difficulty Same
Faze jax5#8384440,Balanced,Keep Difficulty Same
Flixjule,Struggling,Decrease Difficulty
DAbao#6573835,Struggling,Decrease Difficulty
fizz-elims#5974296,Balanced,Keep Difficulty Same
PowerLJR#9902279,Struggling,Decrease Difficulty
CASHLORDROBBI#2074243,Overperforming,Increase Difficulty
mightyrampage201#5908211,Struggling,Decrease Difficulty
xX1christianm1Xx#6814080,Struggling,Decrease Difficulty
ShockAndAwe6625#2229908,Balanced,Keep Difficulty Same
GodzillaBjj#6611492,Balanced,Keep Difficulty Same
HeliosNight36#5727186,Balanced,Keep Difficulty Same
SpirycTW#6706244,Struggling,Decrease Difficulty
Slim_Driven1#6298105,Balanced,Keep Difficulty Same
maomix_79#3633251,Struggling,Decrease Difficulty
RTV PULSE#5753154,Struggling,Decrease Difficulty
loudjass60,Balanced,Keep Difficulty Same
JFerg7_#4580781,Struggling,Decrease Difficulty
conicolt#8511349,Balanced,Keep Difficulty Same
NemoTaker#9224587,Balanced,Keep Difficulty Same
bendmes321#1047575,Struggling,Decrease Difficulty
PS4#4724361,Overperforming,Increase Difficulty
WLD Cycl0ne#7832156,Balanced,Keep Difficulty Same
207LucasM#4976565,Overperforming,Increase Difficulty
Connie Wonnie#3186006,Overperforming,Increase Difficulty
Kr_salte#4786394,Balanced,Keep Difficulty Same
patrickrouhie117#5992207,Struggling,Decrease Difficulty
Pugsan_Tokyo#6760326,Balanced,Keep Difficulty Same
Goughy919993#5854457,Struggling,Decrease Difficulty
John_Doe#7710794,Struggling,Decrease Difficulty
ryanlight1991#6355836,Balanced,Keep Difficulty Same
MotherKiller#5981842,Struggling,Decrease Difficulty
Nedd#1584174,Struggling,Decrease Difficulty
Faze_AyaanBeast#5213549,Balanced,Keep Difficulty Same
SYNTHEX#5819004,Balanced,Keep Difficulty Same
AaZz0909werterg#2017627,Struggling,Decrease Difficulty
jacksonrowe2021#2217510,Struggling,Decrease Difficulty
Daniel Z401538,Struggling,Decrease Difficulty
jujuondabeat59#1054429,Balanced,Keep Difficulty Same
Kamodo420,Balanced,Keep Difficulty Same
XxDollarplustaxX#2246442,Balanced,Keep Difficulty Same
total_auto#4076820,Struggling,Decrease Difficulty
WAR10CK#7165104,Struggling,Decrease Difficulty
052397#4248023,Struggling,Decrease Difficulty
Karen#6233938,Overperforming,Increase Difficulty
PlainComic6#3006619,Balanced,Keep Difficulty Same
Archdeluxe#5999480,Balanced,Keep Difficulty Same
Slimjim822#5928879,Struggling,Decrease Difficulty
Jalennn2x__#5002516,Struggling,Decrease Difficulty
ABC#7706517,Struggling,Decrease Difficulty
maxedgar21#6187114,Balanced,Keep Difficulty Same
Shaham#9721541,Struggling,Decrease Difficulty
invictus080893#6902950,Balanced,Keep Difficulty Same
stormy_shaper#9371393,Balanced,Keep Difficulty Same
blackpanthere152#1673324,Balanced,Keep Difficulty Same
milko00,Balanced,Keep Difficulty Same
YSL#7737377,Struggling,Decrease Difficulty
Bard4547#8673732,Struggling,Decrease Difficulty
Imaxkillr#1061613,Balanced,Keep Difficulty Same
i-x-123#5179957,Struggling,Decrease Difficulty
NightNight#8549948,Struggling,Decrease Difficulty
goncaloseara_007#3105657,Struggling,Decrease Difficulty
dantexcosof459#9647910,Struggling,Decrease Difficulty
ouch#5629126,Struggling,Decrease Difficulty
ASEREKO#4734593,Overperforming,Increase Difficulty
IIsmrfII#8405901,Balanced,Keep Difficulty Same
Remster#3408743,Struggling,Decrease Difficulty
Head a State#5469656,Balanced,Keep Difficulty Same
funny300sand#3610896,Struggling,Decrease Difficulty
Paulpiswager#5109041,Balanced,Keep Difficulty Same
Westy2Tappy#4689985,Overperforming,Increase Difficulty
Colester2653#3229142,Struggling,Decrease Difficulty
寛永通宝#8091568,Overperforming,Increase Difficulty
chubs4macarena#9176282,Overperforming,Increase Difficulty
thekingnazgul92#1758862,Balanced,Keep Difficulty Same
CurlierBike7761#6333531,Struggling,Decrease Difficulty
IBARRA_ANGEL09#7182488,Balanced,Keep Difficulty Same
edog145#9208499,Balanced,Keep Difficulty Same
AproposMirror72#2397909,Balanced,Keep Difficulty Same
boggymike2#1953760,Struggling,Decrease Difficulty
ddangdog#1979580,Struggling,Decrease Difficulty
Axelfoley247#6929116,Overperforming,Increase Difficulty
Tommyboy1333#3287158,Struggling,Decrease Difficulty
superninja_guy_4#4368042,Struggling,Decrease Difficulty
InsaneHorse#4943336,Balanced,Keep Difficulty Same
zacmagz#9603613,Struggling,Decrease Difficulty
pitbull4240#6308668,Struggling,Decrease Difficulty
GingerlyLamb0#3070025,Balanced,Keep Difficulty Same
iGoLDeN#7371923,Overperforming,Increase Difficulty
Matboc#1995855,Balanced,Keep Difficulty Same
Silverwing87121#6922559,Struggling,Decrease Difficulty
Red_Pyramid20#6786997,Overperforming,Increase Difficulty
Devileatsome#5266312,Struggling,Decrease Difficulty
nicktheslayer#2770754,Balanced,Keep Difficulty Same
nakkuru64776#3395775,Struggling,Decrease Difficulty
Bopa Shons#4723326,Overperforming,Increase Difficulty
jaynokilsyou#2572371,Balanced,Keep Difficulty Same
caxibaxe#1079664,Balanced,Keep Difficulty Same
camo_dudeX#9748255,Overperforming,Increase Difficulty
aidanrossmayne#3464198,Balanced,Keep Difficulty Same
OscarTheWolf_15#9046250,Balanced,Keep Difficulty Same
SoldierOfFortune#8147378,Balanced,Keep Difficulty Same
Prince_Psyz#4730163,Balanced,Keep Difficulty Same
slippymcflippy#7432155,Overperforming,Increase Difficulty
MerryBloom33395#4172405,Balanced,Keep Difficulty Same
RPGmestre#8053950,Struggling,Decrease Difficulty
MERCURY171#6615650,Balanced,Keep Difficulty Same
CBT SK13S#6557711,Balanced,Keep Difficulty Same
bogdanik77#9077296,Struggling,Decrease Difficulty
Ybarbärka#9387140,Balanced,Keep Difficulty Same
Nyxfrost#9423244,Overperforming,Increase Difficulty
ЛовкийРыцарь#8212538,Balanced,Keep Difficulty Same
Rocket704#5831068,Overperforming,Increase Difficulty
ItzChuy1992#9514134,Balanced,Keep Difficulty Same
zunderkicele#8234735,Struggling,Decrease Difficulty
ArielloSan87#4169424,Struggling,Decrease Difficulty
Conte6993#7555025,Struggling,Decrease Difficulty
HTC-DAMER99#8562810,Overperforming,Increase Difficulty
Youtz3#1079188,Balanced,Keep Difficulty Same
NBACT23#9405840,Balanced,Keep Difficulty Same
valegiovi#9083590,Struggling,Decrease Difficulty
SlickChainzz#9062190,Balanced,Keep Difficulty Same
Poliaknof#7159706,Overperforming,Increase Difficulty
josh0590,Struggling,Decrease Difficulty
Kalem65,Overperforming,Increase Difficulty
Vrunishka#6458603,Struggling,Decrease Difficulty
Enigma_Checho7#3752443,Struggling,Decrease Difficulty
Apecs,Balanced,Keep Difficulty Same
Deliayan#6121187,Struggling,Decrease Difficulty
Unwin#8352483,Struggling,Decrease Difficulty
Chua#5536312,Struggling,Decrease Difficulty
corn666#8827646,Struggling,Decrease Difficulty
Xx_-azh84-_Xx#6997068,Struggling,Decrease Difficulty
Chegzzz#1531446,Balanced,Keep Difficulty Same
FlawlessTrusa#9270025,Balanced,Keep Difficulty Same
Dark_Zihj_D4goat#8047854,Struggling,Decrease Difficulty
twiztjoints420#8770163,Balanced,Keep Difficulty Same
darkrocco02#2231200,Struggling,Decrease Difficulty
dodybegay#2060733,Overperforming,Increase Difficulty
annslee23,Struggling,Decrease Difficulty
brad_e,Balanced,Keep Difficulty Same
kirito#5949967,Struggling,Decrease Difficulty
calebeenter2018#9596711,Struggling,Decrease Difficulty
드루와드루와#4423253,Struggling,Decrease Difficulty
Spicy Ramen#4146696,Overperforming,Increase Difficulty
chubby_coo300#9002242,Overperforming,Increase Difficulty
GOLDENBUBAFACE#6412754,Overperforming,Increase Difficulty
WARRIOR HUNTER0#2670324,Balanced,Keep Difficulty Same
sN0ogIn5#3127389,Balanced,Keep Difficulty Same
Leo#1331876,Balanced,Keep Difficulty Same
GHIZZA#5173649,Struggling,Decrease Difficulty
anon58589014#2976628,Balanced,Keep Difficulty Same
Gibbosproperty#8764596,Balanced,Keep Difficulty Same
Sivox61#2517512,Balanced,Keep Difficulty Same
Therichkid13_#5486329,Balanced,Keep Difficulty Same
honey_mods#6363327,Struggling,Decrease Difficulty
UrsoJudeo#5325166,Struggling,Decrease Difficulty
Blaze_105,Balanced,Keep Difficulty Same
adir01#6448926,Struggling,Decrease Difficulty
AngryChicken#1420647,Balanced,Keep Difficulty Same
Bosshogg3393#2717872,Struggling,Decrease Difficulty
Neon_Frost88#7491656,Overperforming,Increase Difficulty
xHaiisse#8381665,Struggling,Decrease Difficulty
Soriba_Ps#1553042,Balanced,Keep Difficulty Same
ImATerrorist#4716532,Struggling,Decrease Difficulty
CAT IN THE HAT#6755025,Overperforming,Increase Difficulty
hounddoghalliday#1907055,Overperforming,Increase Difficulty
Romeo31#1251008,Balanced,Keep Difficulty Same
Daskunk4799#4027710,Balanced,Keep Difficulty Same
cadorade420,Balanced,Keep Difficulty Same
BoredKing2#3260114,Balanced,Keep Difficulty Same
IhateUrFace#9516971,Balanced,Keep Difficulty Same
QvMxZ#9314244,Struggling,Decrease Difficulty
eddy_steph1108#8582315,Balanced,Keep Difficulty Same
MyPxssyStank#5670238,Balanced,Keep Difficulty Same
Reaxian#5376104,Balanced,Keep Difficulty Same
SharkFace5656#1385083,Struggling,Decrease Difficulty
UCD_281771230356dRkdHOSDJIuc,Overperforming,Increase Difficulty
un1x#1174586,Struggling,Decrease Difficulty
Kasai__98#7033288,Balanced,Keep Difficulty Same
Thinfathead89#4174895,Balanced,Keep Difficulty Same
lukahockey97#2843234,Struggling,Decrease Difficulty
MACONHEIRO_4i20#9317450,Overperforming,Increase Difficulty
SD#9632134,Balanced,Keep Difficulty Same
MKZ-NAD_12#1622628,Struggling,Decrease Difficulty
mooajulien86#6722986,Struggling,Decrease Difficulty
ElFistoLibre#2540624,Balanced,Keep Difficulty Same
GhostPants#2782866,Struggling,Decrease Difficulty
llllll#1403364,Struggling,Decrease Difficulty
F4nton_M#4356942,Overperforming,Increase Difficulty
DuC_zer_slow_734#6051766,Struggling,Decrease Difficulty
Dennis#5489843,Balanced,Keep Difficulty Same
kylanhigdon,Balanced,Keep Difficulty Same
RLifante_BR#3815442,Overperforming,Increase Difficulty
CyborgElephant8#7520780,Struggling,Decrease Difficulty
Mommyfricker69#6493333,Balanced,Keep Difficulty Same
bobbo#7328321,Struggling,Decrease Difficulty
niko#1425332,Struggling,Decrease Difficulty
HaChuPaCha#1426492,Balanced,Keep Difficulty Same
136_Luca#5240574,Struggling,Decrease Difficulty
Brain OConnor38#9812421,Struggling,Decrease Difficulty
블랙오크#1986954,Balanced,Keep Difficulty Same
Trymers,Struggling,Decrease Difficulty
culioncisimo74#4272370,Overperforming,Increase Difficulty
saadAS#2983339,Balanced,Keep Difficulty Same
allison__burgers#5228266,Overperforming,Increase Difficulty
Snakeye48,Balanced,Keep Difficulty Same
YouFaShe#3021862,Struggling,Decrease Difficulty
SPECTATOR#5803193,Balanced,Keep Difficulty Same
Mat1_Eo#7432732,Balanced,Keep Difficulty Same
Sterling Archer#9795593,Overperforming,Increase Difficulty
qui1ztah#7416067,Balanced,Keep Difficulty Same
Richardcabreira8#9496272,Balanced,Keep Difficulty Same
haCap#7123236,Balanced,Keep Difficulty Same
RaZyGER#8278395,Balanced,Keep Difficulty Same
tommmsLT#4964234,Balanced,Keep Difficulty Same
s0oReCkLeSsBrAh#6372640,Balanced,Keep Difficulty Same
我带你们打#6202600,Struggling,Decrease Difficulty
BlacKPoisoN#9748555,Balanced,Keep Difficulty Same
lopes77lucas#2477139,Struggling,Decrease Difficulty
라라찌#4217964,Struggling,Decrease Difficulty
MD2040#9003847,Struggling,Decrease Difficulty
anon67476781#4610800,Balanced,Keep Difficulty Same
Lekestrell#9382004,Balanced,Keep Difficulty Same
EnZo29#7776383,Struggling,Decrease Difficulty
AKR_aaa#5403024,Balanced,Keep Difficulty Same
MeaslyPanther81#4102876,Balanced,Keep Difficulty Same
bimo09#9025166,Balanced,Keep Difficulty Same
JermWormy#5125402,Overperforming,Increase Difficulty
LokiiFN#2367402,Struggling,Decrease Difficulty
ImranePROPG#2085215,Struggling,Decrease Difficulty
Miguel_mor#1492856,Struggling,Decrease Difficulty
Trianthor#3462590,Struggling,Decrease Difficulty
tinytrex594#3976133,Balanced,Keep Difficulty Same
TomasFJ_05#2711069,Balanced,Keep Difficulty Same
